Age,Height,Weight,Gender,injury,equipment,level,Exercise
48,160,71,female,Upper,Dumbbells,Intermediate,Cuban Press
49,161,71,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
50,162,71,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
51,163,71,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
20,164,71,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
21,165,71,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
22,166,71,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
23,167,71,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
24,168,71,female,Abdominals & Lower Back,Body Only,Beginner,Superman
25,169,71,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
26,170,71,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
27,171,71,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
28,155,71,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
29,156,71,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
30,157,71,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
31,158,71,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
32,159,71,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
33,160,71,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
34,161,71,female,Lower,Body Only,Beginner,Heel Slide
35,162,71,female,Lower,Body Only,Intermediate,High Knees
36,163,71,female,Lower,Body Only,Advanced,Iron cross
37,164,71,female,Lower,Body Only,Intermediate,Isometric Squat
38,165,71,female,Lower,Body Only,Beginner,Hamstring Curl
39,166,71,female,Lower,Body Only,Intermediate,Kick Backs
40,167,71,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
41,168,71,female,Lower,Body Only,Intermediate,Lunges
42,169,71,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
43,170,71,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
44,171,71,female,Lower,Body Only,Advanced,Single Leg Squat
45,155,71,female,Lower,Body Only,Intermediate,Standing Hip Extension
46,156,71,female,Lower,Body Only,Beginner,Standing Quad Stretch
47,157,71,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
48,158,71,female,Lower,Body Only,Intermediate,Sumo Squat
49,159,71,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
50,160,71,female,Lower,Body Only,Advanced,leg pendulum Swing
51,161,71,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
36,162,71,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
37,163,71,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
38,164,71,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
39,165,71,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
40,166,71,female,Upper,Body Only,Beginner,Arom Side lying Abduction
41,167,71,female,Lower,Body Only,Beginner,Air Squat
42,168,71,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
43,169,71,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
44,170,71,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
45,171,71,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,175,86,male,Upper,Body Only,Beginner,Arom Side lying Abduction
47,176,86,male,Lower,Body Only,Beginner,Air Squat
48,177,86,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
49,178,86,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
50,179,86,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
51,180,86,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,181,86,male,Upper,Body Only,Beginner,Arom Side lying Abduction
21,182,86,male,Lower,Body Only,Beginner,Air Squat
22,183,86,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,184,86,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,185,86,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,186,86,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,187,86,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
27,188,86,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
28,189,86,male,Upper,Dumbbells,Intermediate,Arnold Press
29,190,86,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
30,191,86,male,Upper,Dumbbells,Intermediate,Cuban Press
31,175,86,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
32,176,86,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
33,177,86,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
34,178,86,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
35,179,86,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
36,180,86,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
37,181,86,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
38,182,86,male,Abdominals & Lower Back,Body Only,Beginner,Superman
39,183,86,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
40,184,86,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
41,185,86,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
42,186,86,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
43,187,86,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
44,188,86,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
45,189,86,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
46,190,86,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
47,191,86,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
48,175,86,male,Lower,Body Only,Beginner,Heel Slide
49,176,86,male,Lower,Body Only,Intermediate,High Knees
50,177,86,male,Lower,Body Only,Advanced,Iron cross
51,178,86,male,Lower,Body Only,Intermediate,Isometric Squat
36,179,86,male,Lower,Body Only,Beginner,Hamstring Curl
37,180,86,male,Lower,Body Only,Intermediate,Kick Backs
38,181,86,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
39,182,86,male,Lower,Body Only,Intermediate,Lunges
40,183,86,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
41,184,86,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
42,185,86,male,Lower,Body Only,Advanced,Single Leg Squat
43,186,86,male,Lower,Body Only,Intermediate,Standing Hip Extension
44,187,86,male,Lower,Body Only,Beginner,Standing Quad Stretch
45,188,86,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
46,189,86,male,Lower,Body Only,Intermediate,Sumo Squat
47,190,86,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
48,155,72,female,Lower,Body Only,Advanced,leg pendulum Swing
49,156,72,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
50,157,72,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
51,158,72,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
20,159,72,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
21,160,72,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
22,161,72,female,Upper,Body Only,Beginner,Arom Side lying Abduction
23,162,72,female,Lower,Body Only,Beginner,Air Squat
24,163,72,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,164,72,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,165,72,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,166,72,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,167,72,female,Upper,Body Only,Beginner,Arom Side lying Abduction
29,168,72,female,Lower,Body Only,Beginner,Air Squat
30,169,72,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,170,72,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,171,72,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,155,72,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,156,72,female,Upper,Body Only,Beginner,Arom Side lying Abduction
35,157,72,female,Lower,Body Only,Beginner,Air Squat
36,158,72,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
37,159,72,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
38,160,72,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
39,161,72,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
40,162,72,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
41,163,72,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
42,164,72,female,Upper,Dumbbells,Intermediate,Arnold Press
43,165,72,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
44,166,72,female,Upper,Dumbbells,Intermediate,Cuban Press
45,167,72,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
46,168,72,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
47,169,72,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
48,170,72,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
49,171,72,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
50,155,72,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
51,156,72,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
36,157,72,female,Abdominals & Lower Back,Body Only,Beginner,Superman
37,158,72,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
38,159,72,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
39,160,72,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
40,161,72,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
41,162,72,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
42,163,72,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
43,164,72,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
44,165,72,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
45,166,72,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
46,167,72,female,Lower,Body Only,Beginner,Heel Slide
47,168,72,female,Lower,Body Only,Intermediate,High Knees
48,169,72,female,Lower,Body Only,Advanced,Iron cross
49,170,72,female,Lower,Body Only,Intermediate,Isometric Squat
50,171,72,female,Lower,Body Only,Beginner,Hamstring Curl
51,175,87,male,Lower,Body Only,Intermediate,Kick Backs
20,176,87,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
21,177,87,male,Lower,Body Only,Intermediate,Lunges
22,178,87,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
23,179,87,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
24,180,87,male,Lower,Body Only,Advanced,Single Leg Squat
25,181,87,male,Lower,Body Only,Intermediate,Standing Hip Extension
26,182,87,male,Lower,Body Only,Beginner,Standing Quad Stretch
27,183,87,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
28,184,87,male,Lower,Body Only,Intermediate,Sumo Squat
29,185,87,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
30,186,87,male,Lower,Body Only,Advanced,leg pendulum Swing
31,187,87,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
32,188,87,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
33,189,87,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
34,190,87,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
35,191,87,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
36,175,87,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
37,176,87,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
38,177,87,male,Upper,Dumbbells,Intermediate,Arnold Press
39,178,87,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
40,179,87,male,Upper,Dumbbells,Intermediate,Cuban Press
41,180,87,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
42,181,87,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
43,182,87,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
44,183,87,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
45,184,87,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
46,185,87,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
47,186,87,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
48,187,87,male,Abdominals & Lower Back,Body Only,Beginner,Superman
49,188,87,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
50,189,87,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
51,190,87,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
36,191,87,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
37,175,87,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
38,176,87,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
39,177,87,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
40,178,87,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
41,179,87,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
42,180,87,male,Lower,Body Only,Beginner,Heel Slide
43,181,87,male,Lower,Body Only,Intermediate,High Knees
44,182,87,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
45,183,87,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
46,184,87,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
47,185,87,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
48,186,87,male,Upper,Body Only,Beginner,Arom Side lying Abduction
49,187,87,male,Lower,Body Only,Beginner,Air Squat
50,188,87,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
51,189,87,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,190,87,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,155,73,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,156,73,female,Upper,Body Only,Beginner,Arom Side lying Abduction
23,157,73,female,Lower,Body Only,Beginner,Air Squat
24,158,73,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,159,73,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,160,73,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,161,73,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,162,73,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
29,163,73,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
30,164,73,female,Upper,Dumbbells,Intermediate,Arnold Press
31,165,73,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
32,166,73,female,Upper,Dumbbells,Intermediate,Cuban Press
33,167,73,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
34,168,73,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
35,169,73,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
36,170,73,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
37,171,73,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
38,155,73,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
39,156,73,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
40,157,73,female,Abdominals & Lower Back,Body Only,Beginner,Superman
41,158,73,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
42,159,73,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
43,160,73,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
44,161,73,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
45,162,73,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
46,163,73,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
47,164,73,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
48,165,73,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
49,166,73,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
50,167,73,female,Lower,Body Only,Beginner,Heel Slide
51,168,73,female,Lower,Body Only,Intermediate,High Knees
36,169,73,female,Lower,Body Only,Advanced,Iron cross
37,170,73,female,Lower,Body Only,Intermediate,Isometric Squat
38,171,73,female,Lower,Body Only,Beginner,Hamstring Curl
39,155,73,female,Lower,Body Only,Intermediate,Kick Backs
40,156,73,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
41,157,73,female,Lower,Body Only,Intermediate,Lunges
42,158,73,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
43,159,73,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
44,160,73,female,Lower,Body Only,Advanced,Single Leg Squat
45,161,73,female,Lower,Body Only,Intermediate,Standing Hip Extension
46,162,73,female,Lower,Body Only,Beginner,Standing Quad Stretch
47,163,73,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
48,164,73,female,Lower,Body Only,Intermediate,Sumo Squat
49,165,73,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
50,166,73,female,Lower,Body Only,Advanced,leg pendulum Swing
51,167,73,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
20,168,73,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
21,169,73,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
22,170,73,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
23,171,73,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
24,175,88,male,Lower,Body Only,Advanced,Iron cross
25,176,88,male,Lower,Body Only,Intermediate,Isometric Squat
26,177,88,male,Lower,Body Only,Beginner,Hamstring Curl
27,178,88,male,Lower,Body Only,Intermediate,Kick Backs
28,179,88,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
29,180,88,male,Lower,Body Only,Intermediate,Lunges
30,181,88,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
31,182,88,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
32,183,88,male,Lower,Body Only,Advanced,Single Leg Squat
33,184,88,male,Lower,Body Only,Intermediate,Standing Hip Extension
34,185,88,male,Lower,Body Only,Beginner,Standing Quad Stretch
35,186,88,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
36,187,88,male,Lower,Body Only,Intermediate,Sumo Squat
37,188,88,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
38,189,88,male,Lower,Body Only,Advanced,leg pendulum Swing
39,190,88,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
40,191,88,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
41,175,88,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
42,176,88,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
43,177,88,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
44,178,88,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
45,179,88,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
46,180,88,male,Abdominals & Lower Back,Body Only,Beginner,Superman
47,181,88,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
48,182,88,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
49,183,88,male,Lower,Body Only,Advanced,Single Leg Squat
50,184,88,male,Lower,Body Only,Intermediate,Standing Hip Extension
51,185,88,male,Lower,Body Only,Beginner,Standing Quad Stretch
36,186,88,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
37,187,88,male,Lower,Body Only,Intermediate,Sumo Squat
38,188,88,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
39,189,88,male,Lower,Body Only,Advanced,leg pendulum Swing
